"UC Code","Faculty","Course Type","Course Status","Course Title","Points","Level","Accreditation","Course Coordinator","FLD Code","Programme(s)","CMS Entry","Course Outline","Elective","First Run","Dom Fees - 2026","Int Fees - 2026","SAC Funding"
"PMGT351","Engineering","Degree Course","Not started","Core Concepts in Project Management (UG)","5","7","Accredited",,"G2515","[]","https://curriculum.canterbury.ac.nz/cms/design/course/10793/view",,"[]","2026C1",,,"False"
"APAI601","Engineering","Degree Course","Not started","Foundations of Artificial Intelligence","15","8","Pending",,"G2516","MAAI","https://curriculum.canterbury.ac.nz/cms/design/course/16202/view",,"[]","2026C3",,,"False"
"APAI602","Engineering","Degree Course","Not started","AI in Practice: Applications and Case Studies","15","8","Not accredited",,"G2517","MAAI","https://curriculum.canterbury.ac.nz/cms/design/course/16215/view?closeTab=true",,"[]","2027C1",,,"False"
"APAI603","Engineering","Degree Course","Not started","Contemporary Issues in AI","5","8","Pending",,"G2518","MAAI","https://curriculum.canterbury.ac.nz/cms/design/course/16213/view",,"[]","2027C3",,,"False"
"APAI604","Engineering","Degree Course","Not started","APAI604","15","8","Pending",,"G2519","MAAI","https://curriculum.canterbury.ac.nz/cms/design/course/16215/view",,"[]",,,,"False"
"APAI679","Engineering","Degree Course","Not started","Applied AI Capstone Project","45","9","Pending",,"G2520","MAAI","https://curriculum.canterbury.ac.nz/cms/design/course/16336",,"[]","2028C3",,,"False"
"APAI605","Engineering","Degree Course","Not started","APAI605","15","8","Pending",,"G2521","MAAI","https://curriculum.canterbury.ac.nz/cms/design/course/16221/view",,"[]",,,,"False"
"PHIL425","Engineering","Degree Course","Not started","Ethics of Artificial Intelligence","15","8","Accredited",,"G2522","MAAI","https://curriculum.canterbury.ac.nz/cms/design/course/7615/view",,"[]",,,,"False"
"APAI621","Engineering","Degree Course","Not started","Endorsement (TBC)","15","8","Not accredited",,"G2523","MAAI",,,"[]",,,,"False"
"APAI622","Engineering","Degree Course","Not started","Endorsement 2 (TBC)","15","8","Not accredited",,"G2524","MAAI",,,"[]",,,,"False"
"APAI620","Engineering","Degree Course","Not started"," AI Research in Practice: Quantitative and Qualitative Approaches to Applied AI Research","15","8","Pending",,"G2525","MAAI","https://curriculum.canterbury.ac.nz/cms/design/course/16224/view",,"[]","2028C3",,,"False"
"APAI680","Engineering","Degree Course","Not started","Applied AI Research Project","45","9","Pending",,"G2526","MAAI","https://curriculum.canterbury.ac.nz/cms/design/course/16279",,"[]","2028C4",,,"False"
"EMGT612","Engineering","Credited Short Course","Design & build","Risk Management Tools","5","8",,"Daniel van der Walt","B2501","MEM",,,"[]","2026C1","$448.00","$2,163.00","True"
"APAI677","Engineering","Degree Course","Not started","Applied AI Project Design","15","8",,,"G2527","MAAI,PGDipAAI,PGCertAAI","https://curriculum.canterbury.ac.nz/cms/design/course/16216",,"[]","2027C2",,,"False"
"APAI678","Engineering","Degree Course","Not started","Applied AI Project","15","8",,,"G2528","MAAI,PGDipAAI","https://curriculum.canterbury.ac.nz/cms/design/course/16222",,"[]","2028C2",,,"False"
"LLAW606","Law","Degree Course","Not started","Law for AI Professionals","5","8",,,"L2503","MAAI,PGDipAAI,PGCertAAI","https://curriculum.canterbury.ac.nz/cms/design/course/16280",,"[]","2026C4",,,"False"
"LLAW607","Law","Degree Course","Not started","Legal, Regulatory, and Policy Considerations Around AI Technologies","15","8",,,"L2504","MAAI,PGDipAAI","https://curriculum.canterbury.ac.nz/cms/design/course/16275",,"[]","2027C1",,,"False"
"Short course","None",,"Scoping","PWC - AI for Business Leaders",,,,,,"[]",,,"[]",,,,"False"
,"None","Accelerated Learning","Scoping","Learning Design for Air NZ",,,,,,"[]",,,"[]","2026C2",,,"False"
"Short course","Professional Development","Non-Credited Course","Scoping","Bicultural Competence",,,,,,"[]",,,"[]",,,,"False"
,"Law","Credited Short Course","Scoping","Corrections short courses",,,,,,"[]",,,"[]",,,,"False"
"UCx+CWI01ucX","Education","EdX","Live","A Better Start to Reading",,,,,"E2001","[]",,,"[]",,,,"False"
"UCx+STA02.2ucX","Engineering","EdX",,"Advanced Bayesian Statistics Using R",,,,,"G2101","[]",,,"[]",,,,"False"
"UCx+STA01.2ucX","Engineering","EdX",,"Advanced Statistical Inference and Modelling Using R",,,,,"G2001","[]",,,"[]",,,,"False"
"UCx+ANT01.1ucX","Science","EdX",,"Antarctica in a Changing Climate",,,,,"S2101","[]",,,"[]",,,,"False"
"UCx+STA01.1ucX","Engineering","EdX",,"Basics of Statistical Inference and Modelling Using R",,,,,"G2002","[]",,,"[]",,,,"False"
"UCx+GEO01ucX","Science","EdX",,"Exploring Volcanoes and Their Hazards: Iceland and New Zealand",,,,,"S2001","[]",,,"[]",,,,"False"
"UCx+GEO02ucx","Science","EdX",,"Foundational Field Skills for Earth and Environmental Sciences",,,,,"S2102","[]",,,"[]",,,,"False"
"UCx+STA02.1ucX","Engineering","EdX",,"Introduction to Bayesian Statistics Using R",,,,,"G2102","[]",,,"[]",,,,"False"
"UCx+HRI01.1ucX","Engineering","EdX",,"Introduction to Human-Robot Interaction",,,,,"G2103","[]",,,"[]",,,,"False"
"UCx+PSY02.4ucX","Science","EdX",,"Leadership for Contemporary Organizations",,,,,"S2205","EdXOrgPsyc",,,"[]",,,,"False"
"UCx+PSY01ucX","Science","EdX",,"Mental Health and Nutrition",,,,,"S2002","[]",,,"[]",,,,"False"
"UCx+HRI01.2ucX","Engineering","EdX",,"Methods and Application in Human-Robot Interaction",,,,,"G2104","[]",,,"[]",,,,"False"
"UCx+PSY02.6ucX","Science","EdX",,"Organizational Change & Innovation",,,,,"S2206","[]",,,"[]",,,,"False"
"UCx+PSY02.3ucX","Science","EdX",,"Performance and Motivation at Work",,,,,"S2103","[]",,,"[]",,,,"False"
"UCx+PSY02.1ucX","Science","EdX",,"Recruiting and Selecting the Right Person",,,,,"S2207","[]",,,"[]",,,,"False"
"UCx+MBA01ucX","Business","EdX",,"Smart Cities",,,,,"B2101","[]",,,"[]",,,,"False"
"UCx+PSY02.5ucX","Science","EdX",,"Supporting Employee Wellbeing",,,,,"S2208","[]",,,"[]",,,,"False"
"UCx+TCT01.ucX","Engineering","EdX",,"Teaching Computational Thinking",,,,,"G2105","[]",,,"[]",,,,"False"
"UCx+LNG01.1ucx","Engineering","EdX",,"Text Analytics 1: Introduction to Natural Language Processing",,,,,"G2003","[]",,,"[]",,,,"False"
"UCx+LNG01.2ucx","Engineering","EdX",,"Text Analytics 2: Visualizing Natural Language Processing",,,,,"G2004","[]",,,"[]",,,,"False"
"UCx+GEO04.2ucX","Science","EdX",,"Volcanic Hazards",,,,,"S2209","[]",,,"[]",,,,"False"
"UCx+GEO03.1ucX","Science","EdX",,"Volcanology Field Science and Society",,,,,"S2210","[]",,,"[]",,,,"False"
"MKTG643","Business","Degree Course",,,,,,"Sussie Morrish",,"[]",,,"[]",,,,"False"
"MBAS620","Business","Degree Course","Not started","Applied Research Methods","5","9","Pending",,"TBC","MBAS: (MBA Specialisations)","https://curriculum.canterbury.ac.nz/cms/design/course/15743/",,"[]","2027C4",,,"False"
"MBAS608","Business","Degree Course","Not started","Treaty Partnership: Strategy, Leadership, and Responsibility","15","8","Pending",,"TBC","MBAS: (MBA Specialisations)","https://curriculum.canterbury.ac.nz/cms/design/course/15508/",,"[]","2028C1",,,"False"
"CRJU612","Law","Degree Course","Scoping","Justice by the Numbers: Quantitative Methods in Criminal Justice","15","9",,"Jayson Ware",,"PGCertCJ","https://curriculum.canterbury.ac.nz/cms/design/course/9905/view",,"[]","2027C2",,,"False"
,"Science","Degree Course","Not started"," Psychology Assistant course - Course 3",,,,,"TBC","PGDipPsychAssist",,,"[]","2026C3",,,"False"
,"Science",,"Not started"," Psychology Assistant course - Course 4",,,,,"TBC","PGDipPsychAssist",,,"[]","2026C3",,,"False"
"PHIL425","Arts","Degree Course","Not started","Ethics of Artificial Intelligence","15","8","Accredited",,"PHIL425","MAAI,PGDipAAI,PGCertAAI","https://curriculum.canterbury.ac.nz/cms/design/course/11307/view",,"[]","2027C4",,,"False"
"TBC","None","Degree Course","Not started","PG Cert TESOL - course 3","30",,,,,"PGCertTESOL",,,"[]","2026C3",,,"False"
